Section,Subsection,LINK,SNO,FirstLine
পূজা,,RabindranathTagore_Songs_Puja#১৪১--আমার-গোধূলিলগন-এল-বুঝি-কাছে-গোধূলি-লগন-রে,১৪১,আমার গোধূলিলগন এল বুঝি কাছে গোধূলি লগন রে
পূজা,,RabindranathTagore_Songs_Puja#১৪২--নাই-বা-ডাকো-রইব-তোমার-দ্বারে,১৪২,নাই বা ডাকো রইব তোমার দ্বারে
পূজা,,RabindranathTagore_Songs_Puja#১৪৩--সকাল-সাঁজে,১৪৩,সকাল-সাঁজে
পূজা,,RabindranathTagore_Songs_Puja#১৪৪--জগত-জুড়ে-উদার-সুরে-আনন্দগান-বাজে,১৪৪,জগত জুড়ে উদার সুরে আনন্দগান বাজে
পূজা,,RabindranathTagore_Songs_Puja#১৪৫--কোন্-শুভখনে-উদিবে-নয়নে-অপরূপ-রূপ-ইন্দু,১৪৫,কোন্‌ শুভখনে উদিবে নয়নে অপরূপ রূপ-ইন্দু
পূজা,,RabindranathTagore_Songs_Puja#১৪৬--আজ-জ্যোৎস্নারাতে-সবাই-গেছে-বনে,১৪৬,আজ জ্যোৎস্নারাতে সবাই গেছে বনে
পূজা,,RabindranathTagore_Songs_Puja#১৪৭--তুমি-এ-পার-ও-পার-কর-কে-গো-ওগো-খেয়ার-নেয়ে,১৪৭,তুমি এ-পার ও-পার কর কে গো ওগো খেয়ার নেয়ে
পূজা,,RabindranathTagore_Songs_Puja#১৪৮--বেলা-গেল-তোমার-পথ-চেয়ে,১৪৮,বেলা গেল তোমার পথ চেয়ে
পূজা,,RabindranathTagore_Songs_Puja#১৪৯--তোর-ভিতরে-জাগিয়া-কে-যে,১৪৯,তোর ভিতরে জাগিয়া কে যে
পূজা,,RabindranathTagore_Songs_Puja#১৫০--তুমি-বাহির-থেকে-দিলে-বিষম-তাড়া,১৫০,তুমি বাহির থেকে দিলে বিষম তাড়া
পূজা,,RabindranathTagore_Songs_Puja#১৫১--এখনো-গেল-না-আঁধার-এখনো-রহিল-বাধা,১৫১,এখনো গেল না আঁধার এখনো রহিল বাধা
পূজা,,RabindranathTagore_Songs_Puja#১৫২--লক্ষ্মী-যখন-আসবে-তখন-কোথায়-তারে-দিবি-রে-ঠাঁই,১৫২,লক্ষ্মী যখন আসবে তখন কোথায় তারে দিবি রে ঠাঁই
পূজা,,RabindranathTagore_Songs_Puja#১৫৩--যেতে-যেতে-চায়-না-যেতে-ফিরে-ফিরে-চায়,১৫৩,যেতে যেতে চায় না যেতে ফিরে ফিরে চায়
পূজা,,RabindranathTagore_Songs_Puja#১৫৪--বেসুর-বাজে-রে,১৫৪,বেসুর বাজে রে
পূজা,,RabindranathTagore_Songs_Puja#১৫৫--আমার-কণ্ঠ-তাঁরে-ডাকে,১৫৫,আমার কণ্ঠ তাঁরে ডাকে
পূজা,,RabindranathTagore_Songs_Puja#১৫৬--দেবতা-জেনে-দূরে-রই-দাঁড়ায়ে,১৫৬,দেবতা জেনে দূরে রই দাঁড়ায়ে
পূজা,,RabindranathTagore_Songs_Puja#১৫৭--ক্লান্তি-আমার-ক্ষমা-করো-প্রভু,১৫৭,ক্লান্তি আমার ক্ষমা করো প্রভু
পূজা,,RabindranathTagore_Songs_Puja#১৫৮--অগ্নিবীণা-বাজাও-তুমি-কেমন-করে,১৫৮,অগ্নিবীণা বাজাও তুমি কেমন ক’রে
পূজা,,RabindranathTagore_Songs_Puja#১৫৯--পথ-চেয়ে-যে-কেটে-গেল-কত-দিনে-রাতে,১৫৯,পথ চেয়ে যে কেটে গেল কত দিনে রাতে
পূজা,,RabindranathTagore_Songs_Puja#১৬০--সন্ধ্যা-হল-গো-ও-মা-সন্ধ্যা-হল-বুকে-ধরো,১৬০,সন্ধ্যা হল গো ও মা সন্ধ্যা হল বুকে ধরো
পূজা,,RabindranathTagore_Songs_Puja#১৬১--তুমি-ডাক-দিয়েছ-কোন্-সকালে-কেউ-তা-জানে-না,১৬১,তুমি ডাক দিয়েছ কোন্‌ সকালে কেউ তা জানে না
পূজা,,RabindranathTagore_Songs_Puja#১৬২--এ-যে-মোর-আবরণ,১৬২,এ যে মোর আবরণ
পূজা,,RabindranathTagore_Songs_Puja#১৬৩--সকল-জনম-ভরে-ও-মোর-দরদিয়া,১৬৩,সকল জনম ভ’রে ও মোর দরদিয়া
পূজা,,RabindranathTagore_Songs_Puja#১৬৪--আমার-ব্যথা-যখন-আনে-আমায়-তোমার-দ্বারে,১৬৪,আমার ব্যথা যখন আনে আমায় তোমার দ্বারে
পূজা,,RabindranathTagore_Songs_Puja#১৬৫--যতবার-আলো-জ্বালাতে-চাই-নিবে-যায়-বারে-বারে,১৬৫,যতবার আলো জ্বালাতে চাই নিবে যায় বারে বারে
পূজা,,RabindranathTagore_Songs_Puja#১৬৬--আবার-এরা-ঘিরেছে-মোর-মন,১৬৬,আবার এরা ঘিরেছে মোর মন
পূজা,,RabindranathTagore_Songs_Puja#১৬৭--তুমি-নব-নব-রূপে-এসো-প্রাণে,১৬৭,তুমি নব নব রূপে এসো প্রাণে
পূজা,,RabindranathTagore_Songs_Puja#১৬৮--হৃদয়নন্দনবনে-নিভৃত-এ-নিকেতনে,১৬৮,হৃদয়নন্দনবনে নিভৃত এ নিকেতনে
পূজা,,RabindranathTagore_Songs_Puja#১৬৯--বসে-আছি-হে-কবে-শুনিব-তোমার-বাণী,১৬৯,বসে আছি হে কবে শুনিব তোমার বাণী
পূজা,,RabindranathTagore_Songs_Puja#১৭০--ডাকিছ-শুনি-জাগিনু-প্রভু-আসিনু-তব-পাশে,১৭০,ডাকিছ শুনি জাগিনু প্রভু আসিনু তব পাশে
পূজা,,RabindranathTagore_Songs_Puja#১৭১--আমি-কারে-ডাকি-গো,১৭১,আমি কারে ডাকি গো
পূজা,,RabindranathTagore_Songs_Puja#১৭২--আজি-মন-চাহে-জীবনবন্ধুরে,১৭২,আজি মন চাহে জীবনবন্ধুরে
পূজা,,RabindranathTagore_Songs_Puja#১৭৩--আমার-মন-তুমি-নাথ-লবে-হরে,১৭৩,আমার মন তুমি নাথ লবে হ’রে
পূজা,,RabindranathTagore_Songs_Puja#১৭৪--ঘাটে-বসে-আছি-আনমনা-যেতেছে-বহিয়া-সুসময়,১৭৪,ঘাটে বসে আছি আনমনা যেতেছে বহিয়া সুসময়
পূজা,,RabindranathTagore_Songs_Puja#১৭৫--এই-মলিন-বস্ত্র-ছাড়তে-হবে-হবে-গো-এইবার,১৭৫,এই মলিন বস্ত্র ছাড়তে হবে হবে গো এইবার
পূজা,,RabindranathTagore_Songs_Puja#১৭৬--নিবিড়-ঘন-আঁধারে-জ্বলিছে-ধ্রুবতারা,১৭৬,নিবিড় ঘন আঁধারে জ্বলিছে ধ্রুবতারা
পূজা,,RabindranathTagore_Songs_Puja#১৭৭--প্রতিদিন-তব-গাথা-গাব-আমি-সুমধুর,১৭৭,প্রতিদিন তব গাথা গাব আমি সুমধুর
পূজা,,RabindranathTagore_Songs_Puja#১৭৮--নিশীথশয়নে-ভেবে-রাখি-মনে-ওগো-অন্তরযামী,১৭৮,নিশীথশয়নে ভেবে রাখি মনে ওগো অন্তরযামী
পূজা,,RabindranathTagore_Songs_Puja#১৭৯--প্রতিদিন-আমি-হে-জীবনস্বামী-দাঁড়াব-তোমারি-সম্মুখে,১৭৯,প্রতিদিন আমি হে জীবনস্বামী দাঁড়াব তোমারি সম্মুখে
পূজা,,RabindranathTagore_Songs_Puja#১৮০--জাগিতে-হবে-রে,১৮০,জাগিতে হবে রে
পূজা,,RabindranathTagore_Songs_Puja#১৮১--আমার-যা-আছে-আমি-সকল-দিতে-পারি-নি-তোমারে-নাথ,১৮১,আমার যা আছে আমি সকল দিতে পারি নি তোমারে নাথ
পূজা,,RabindranathTagore_Songs_Puja#১৮২--জড়ায়ে-আছে-বাধা-ছাড়ায়ে-যেতে-চাই,১৮২,জড়ায়ে আছে বাধা ছাড়ায়ে যেতে চাই
পূজা,,RabindranathTagore_Songs_Puja#১৮৩--উড়িয়ে-ধ্বজা-অভ্রভেদী-রথে,১৮৩,উড়িয়ে ধ্বজা অভ্রভেদী রথে
পূজা,,RabindranathTagore_Songs_Puja#১৮৪--আপনারে-দিয়ে-রচিলি-রে-কি-এ-আপনারই-আবরণ,১৮৪,আপনারে দিয়ে রচিলি রে কি এ আপনারই আবরণ
পূজা,,RabindranathTagore_Songs_Puja#১৮৫--বাঁধন-ছেঁড়ার-সাধন-হবে,১৮৫,বাঁধন-ছেঁড়ার সাধন হবে
পূজা,,RabindranathTagore_Songs_Puja#১৮৬--আমায়-মুক্তি-যদি-দাও-বাঁধন-খুলে,১৮৬,আমায় মুক্তি যদি দাও বাঁধন খুলে
পূজা,,RabindranathTagore_Songs_Puja#১৮৭--বিশ্বজোড়া-ফাঁদ-পেতেছ-কেমনে-দিই-ফাঁকি,১৮৭,বিশ্বজোড়া ফাঁদ পেতেছ কেমনে দিই ফাঁকি
পূজা,,RabindranathTagore_Songs_Puja#১৮৮--এ-আবরণ-ক্ষয়-হবে-গো-ক্ষয়-হবে,১৮৮,এ আবরণ ক্ষয় হবে গো ক্ষয় হবে
পূজা,,RabindranathTagore_Songs_Puja#১৮৯--সহজ-হবি-সহজ-হবি-ওরে-মন-সহজ-হবি,১৮৯,সহজ হবি সহজ হবি ওরে মন সহজ হবি
পূজা,,RabindranathTagore_Songs_Puja#১৯০--এই-কথাটা-ধরে-রাখিস-মুক্তি-তোরে-পেতেই-হবে,১৯০,এই কথাটা ধরে রাখিস মুক্তি তোরে পেতেই হবে
পূজা,,RabindranathTagore_Songs_Puja#১৯১--সেই-তো-আমি-চাই,১৯১,সেই তো আমি চাই
পূজা,,RabindranathTagore_Songs_Puja#১৯২--আর-রেখো-না-আঁধারে-আমায়-দেখতে-দাও,১৯২,আর রেখো না আঁধারে আমায় দেখতে দাও
পূজা,,RabindranathTagore_Songs_Puja#১৯৩--দুঃখের-তিমিরে-যদি-জ্বলে-তব-মঙ্গল-আলোক,১৯৩,দুঃখের তিমিরে যদি জ্বলে তব মঙ্গল-আলোক
পূজা,,RabindranathTagore_Songs_Puja#১৯৪--আমার-আঁধার-ভালো-আলোর-কাছে-বিকিয়ে-দেবে-আপনাকে-সে,১৯৪,আমার আঁধার ভালো আলোর কাছে বিকিয়ে দেবে আপনাকে সে
পূজা,,RabindranathTagore_Songs_Puja#১৯৫--এবার-দুঃখ-আমার-অসীম-পাথার-পার-হল-যে-পার-হল,১৯৫,এবার দুঃখ আমার অসীম পাথার পার হল যে পার হল
পূজা,,RabindranathTagore_Songs_Puja#১৯৬--যারে-নিজে-তুমি-ভাসিয়েছিলে-দুঃখধারার-ভরা-স্রোতে,১৯৬,যারে নিজে তুমি ভাসিয়েছিলে দুঃখধারার ভরা স্রোতে
পূজা,,RabindranathTagore_Songs_Puja#১৯৭--আমায়-দাও-গো-বলে,১৯৭,আমায় দাও গো বলে
পূজা,,RabindranathTagore_Songs_Puja#১৯৮--তোর-শিকল-আমায়-বিকল-করবে-না,১৯৮,তোর শিকল আমায় বিকল করবে না
পূজা,,RabindranathTagore_Songs_Puja#১৯৯--আমি-মারের-সাগর-পাড়ি-দেব-বিষম-ঝড়ের-বায়ে,১৯৯,আমি মারের সাগর পাড়ি দেব বিষম ঝড়ের বায়ে
পূজা,,RabindranathTagore_Songs_Puja#২০০--বাহিরে-ভুল-হানবে-যখন-অন্তরে-ভুল-ভাঙবে-কি,২০০,বাহিরে ভুল হানবে যখন অন্তরে ভুল ভাঙবে কি
পূজা,,RabindranathTagore_Songs_Puja#২০১--আমার-সকল-দুখের-প্রদীপ-জ্বেলে-দিবস-গেলে-করব-নিবেদন,২০১,আমার সকল দুখের প্রদীপ জ্বেলে দিবস গেলে করব নিবেদন
পূজা,,RabindranathTagore_Songs_Puja#২০২--আজি-বিজন-ঘরে-নিশীথরাতে-আসবে-যদি-শূন্য-হাতে,২০২,আজি বিজন ঘরে নিশীথরাতে আসবে যদি শূন্য হাতে
পূজা,,RabindranathTagore_Songs_Puja#২০৩--যখন-তোমায়-আঘাত-করি-তখন-চিনি,২০৩,যখন তোমায় আঘাত করি তখন চিনি
পূজা,,RabindranathTagore_Songs_Puja#২০৪--দুঃখ-যদি-না-পাবে-তো-দুঃখ-তোমার-ঘুচবে-কবে,২০৪,দুঃখ যদি না পাবে তো দুঃখ তোমার ঘুচবে কবে
পূজা,,RabindranathTagore_Songs_Puja#২০৫--যেতে-যেতে-একলা-পথে-নিবেছে-মোর-বাতি,২০৫,যেতে যেতে একলা পথে নিবেছে মোর বাতি
পূজা,,RabindranathTagore_Songs_Puja#২০৬--না-বাঁচাবে-আমায়-যদি-মারবে-কেন-তবে,২০৬,না বাঁচাবে আমায় যদি মারবে কেন তবে
পূজা,,RabindranathTagore_Songs_Puja#২০৭--মোর-মরণে-তোমার-হবে-জয়,২০৭,মোর মরণে তোমার হবে জয়
পূজা,,RabindranathTagore_Songs_Puja#২০৮--হৃদয়-আমার-প্রকাশ-হল-অনন্ত-আকাশে,২০৮,হৃদয় আমার প্রকাশ হল অনন্ত আকাশে
পূজা,,RabindranathTagore_Songs_Puja#২০৯--যখন-তুমি-বাঁধছিলে-তার-সে-যে-বিষম-ব্যথা,২০৯,যখন তুমি বাঁধছিলে তার সে যে বিষম ব্যথা
পূজা,,RabindranathTagore_Songs_Puja#২১০--এই-যে-কালো-মাটির-বাসা-শ্যামল-সুখের-ধরা,২১০,এই-যে কালো মাটির বাসা শ্যামল সুখের ধরা
পূজা,,RabindranathTagore_Songs_Puja#২১১--এক-হাতে-ওর-কৃপাণ-আছে-আর-এক-হাতে-হার,২১১,এক হাতে ওর কৃপাণ আছে আর-এক হাতে হার
পূজা,,RabindranathTagore_Songs_Puja#২১২--আগুনের-পরশমণি-ছোঁয়াও-প্রাণে,২১২,আগুনের পরশমণি ছোঁয়াও প্রাণে
পূজা,,RabindranathTagore_Songs_Puja#২১৩--ওরে-কে-রে-এমন-জাগায়-তোকে,২১৩,ওরে কে রে এমন জাগায় তোকে
পূজা,,RabindranathTagore_Songs_Puja#২১৪--আঘত-করে-নিলে-জিনে,২১৪,আঘত করে নিলে জিনে
পূজা,,RabindranathTagore_Songs_Puja#২১৫--ওগো-আমার-প্রাণের-ঠাকুর,২১৫,ওগো আমার প্রাণের ঠাকুর
পূজা,,RabindranathTagore_Songs_Puja#২১৬--সুখে-আমায়-রাখবে-কেন-রাখো-তোমার-কোলে,২১৬,সুখে আমায় রাখবে কেন রাখো তোমার কোলে
পূজা,,RabindranathTagore_Songs_Puja#২১৭--ও-নিঠুর-আরো-কি-বাণ-তোমার-তূণে-আছে,২১৭,ও নিঠুর আরো কি বাণ তোমার তূণে আছে
পূজা,,RabindranathTagore_Songs_Puja#২১৮--আমি-হৃদয়েতে-পথ-কেটেছি-সেথায়-চরণ-পড়ে,২১৮,আমি হৃদয়েতে পথ কেটেছি সেথায় চরণ পড়ে
পূজা,,RabindranathTagore_Songs_Puja#২১৯--তোমার-কাছে-শান্তি-চাব-না,২১৯,তোমার কাছে শান্তি চাব না
পূজা,,RabindranathTagore_Songs_Puja#২২০--যে-রাতে-মোর-দুয়ারগুলি-ভাঙল-ঝড়ে,২২০,যে রাতে মোর দুয়ারগুলি ভাঙল ঝড়ে
পূজা,,RabindranathTagore_Songs_Puja#২২১--ভয়েরে-মোর-আঘাত-করো-ভীষণ-হে-ভীষণ,২২১,ভয়েরে মোর আঘাত করো ভীষণ হে ভীষণ
পূজা,,RabindranathTagore_Songs_Puja#২২২--বজ্রে-তোমার-বাজে-বাঁশি-সে-কি-সহজ-গান,২২২,বজ্রে তোমার বাজে বাঁশি সে কি সহজ গান
পূজা,,RabindranathTagore_Songs_Puja#২২৩--এই-করেছ-ভালো-নিঠুর-হে-নিঠুর-হে-এই-করেছ-ভালো,২২৩,এই করেছ ভালো নিঠুর হে নিঠুর হে এই করেছ ভালো
পূজা,,RabindranathTagore_Songs_Puja#২২৪--আরো-আঘাত-সইবে-আমার-সইবে-আমারো,২২৪,আরো আঘাত সইবে আমার সইবে আমারো
পূজা,,RabindranathTagore_Songs_Puja#২২৫--আমি-বহু-বাসনায়-প্রাণপণে-চাই-বঞ্চিত-করে-বাঁচালে-মোরে,২২৫,আমি বহু বাসনায় প্রাণপণে চাই বঞ্চিত করে বাঁচালে মোরে
পূজা,,RabindranathTagore_Songs_Puja#২২৬--প্রচণ্ড-গর্জনে-আসিল-একি-দুর্দিন,২২৬,প্রচণ্ড গর্জনে আসিল একি দুর্দিন
পূজা,,RabindranathTagore_Songs_Puja#২২৭--বিপদে-মোরে-রক্ষা-করো-এ-নহে-মোর-প্রার্থনা,২২৭,বিপদে মোরে রক্ষা করো এ নহে মোর প্রার্থনা
পূজা,,RabindranathTagore_Songs_Puja#২২৮--আরো-আরো-প্রভু-আরো-আরো,২২৮,আরো আরো প্রভু আরো আরো
পূজা,,RabindranathTagore_Songs_Puja#২২৯--তোমার-সোনার-থালায়-সাজাব-আজ-দুখের-অশ্রুধার,২২৯,তোমার সোনার থালায় সাজাব আজ দুখের অশ্রুধার
পূজা,,RabindranathTagore_Songs_Puja#২৩০--দুখের-বেশে-এসেছ-বলে-তোমারে-নাহি-ডরিব-হে,২৩০,দুখের বেশে এসেছ ব’লে তোমারে নাহি ডরিব হে
পূজা,,RabindranathTagore_Songs_Puja#২৩১--তোমার-পতাকা-যারে-দাও-তারে-বহিবারে-দাও-শকতি,২৩১,তোমার পতাকা যারে দাও তারে বহিবারে দাও শকতি
পূজা,,RabindranathTagore_Songs_Puja#২৩২--দুখ-দিয়েছ-দিয়েছ-ক্ষতি-নাই-কেন-গো-একেলা-ফেলে-রাখ,২৩২,দুখ দিয়েছ দিয়েছ ক্ষতি নাই কেন গো একেলা ফেলে রাখ
পূজা,,RabindranathTagore_Songs_Puja#২৩৩--হে-মহাদুঃখ-হে-রুদ্র-হে-ভয়ঙ্কর-ওহে-শঙ্কর-হে-প্রলয়ঙ্কর,২৩৩,হে মহাদুঃখ হে রুদ্র হে ভয়ঙ্কর ওহে শঙ্কর হে প্রলয়ঙ্কর
পূজা,,RabindranathTagore_Songs_Puja#২৩৪--সর্ব-খর্বতারে-দহে-তব-ত্রোধদাহ,২৩৪,সর্ব খর্বতারে দহে তব ত্রোধদাহ
পূজা,,RabindranathTagore_Songs_Puja#২৩৫--নয়-এ-মধুর-খেলা,২৩৫,নয় এ মধুর খেলা
পূজা,,RabindranathTagore_Songs_Puja#২৩৬--জাগো-হে-রুদ্র-জাগো,২৩৬,জাগো হে রুদ্র জাগো
পূজা,,RabindranathTagore_Songs_Puja#২৩৭--পিনাকেতে-লাগে-টঙ্কার,২৩৭,পিনাকেতে লাগে টঙ্কার
পূজা,,RabindranathTagore_Songs_Puja#২৩৮--প্রাণে-গান-নাই-মিছে-তাই-ফিরিনু-যে,২৩৮,প্রাণে গান নাই মিছে তাই ফিরিনু যে
পূজা,,RabindranathTagore_Songs_Puja#২৩৯--যা-হারিয়ে-যায়-তা-আগলে-বসে-রইব-কত-আর,২৩৯,যা হারিয়ে যায় তা আগলে ব’সে রইব কত আর
পূজা,,RabindranathTagore_Songs_Puja#২৪০--আনন্দ-তুমি-স্বামি-মঙ্গল-তুমি,২৪০,আনন্দ তুমি স্বামি মঙ্গল তুমি
পূজা,,RabindranathTagore_Songs_Puja#২৪১--ওরে-ভীরু-তোমার-হাতে-নাই-ভুবনের-ভার,২৪১,ওরে ভীরু তোমার হাতে নাই ভুবনের ভার
পূজা,,RabindranathTagore_Songs_Puja#২৪২--ওই--আলো-যে-যায়-রে-দেখা,২৪২,ওই ) আলো যে যায় রে দেখা
পূজা,,RabindranathTagore_Songs_Puja#২৪৩--তোমার-দ্বারে-কেন-আসি-ভুলেই-যে-যাই-কতই-কী-চাই,২৪৩,তোমার দ্বারে কেন আসি ভুলেই যে যাই কতই কী চাই
পূজা,,RabindranathTagore_Songs_Puja#২৪৪--তুমি-জানো-ওগো-অন্তর্যামী,২৪৪,তুমি জানো ওগো অন্তর্যামী
পূজা,,RabindranathTagore_Songs_Puja#২৪৫--তোমার-দুয়ার-খোলার-ধ্বনি-ওই-গো-বাজে-হৃদয়মাঝে,২৪৫,তোমার দুয়ার খোলার ধ্বনি ওই গো বাজে হৃদয়মাঝে॥
পূজা,,RabindranathTagore_Songs_Puja#২৪৬--আমার-যে-আসে-কাছে-যে-যায়-চলে-দূরে,২৪৬,আমার যে আসে কাছে যে যায় চলে দূরে
পূজা,,RabindranathTagore_Songs_Puja#২৪৭--হার-মানা-হার-পরাব-তোমার-গলে,২৪৭,হার-মানা হার পরাব তোমার গলে
পূজা,,RabindranathTagore_Songs_Puja#২৪৮--আছে-দুঃখ-আছে-মৃত্যু-বিরহদহন-লাগে,২৪৮,আছে দুঃখ আছে মৃত্যু বিরহদহন লাগে
পূজা,,RabindranathTagore_Songs_Puja#২৪৯--অন্তরে-জাগিছ-অন্তরযামী,২৪৯,অন্তরে জাগিছ অন্তরযামী
পূজা,,RabindranathTagore_Songs_Puja#২৫০--দীর্ঘ-জীবনপথ-কত-দুঃখতাপ-কত-শোকদহন,২৫০,দীর্ঘ জীবনপথ কত দুঃখতাপ কত শোকদহন
পূজা,,RabindranathTagore_Songs_Puja#২৫১--আজি-কোন্-ধন-হতে-বিশ্বে-আমারে,২৫১,আজি কোন্‌ ধন হতে বিশ্বে আমারে
পূজা,,RabindranathTagore_Songs_Puja#২৫২--কে-যায়-অমৃতধামযাত্রী,২৫২,কে যায় অমৃতধামযাত্রী
পূজা,,RabindranathTagore_Songs_Puja#২৫৩--চোখের-আলোয়-দেখেছিলেম-চোখের-বাহিরে,২৫৩,চোখের আলোয় দেখেছিলেম চোখের বাহিরে
পূজা,,RabindranathTagore_Songs_Puja#২৫৪--এবার-নীরব-করে-দাও-হে-তোমার-মুখর-কবিরে,২৫৪,এবার নীরব করে দাও হে তোমার মুখর কবিরে
পূজা,,RabindranathTagore_Songs_Puja#২৫৫--একমনে-তোর-একতারাতে-একটি-যে-তার-সেইটি-বাজা,২৫৫,একমনে তোর একতারাতে একটি যে তার সেইটি বাজা
পূজা,,RabindranathTagore_Songs_Puja#২৫৬--গভীর-রজনী-নামিল-হৃদয়ে-আর-কোলাহল-নাই,২৫৬,গভীর রজনী নামিল হৃদয়ে আর কোলাহল নাই
পূজা,,RabindranathTagore_Songs_Puja#২৫৭--ভুবন-হইতে-ভুবনবাসী-এসো-আপন-হৃদয়ে,২৫৭,ভুবন হইতে ভুবনবাসী এসো আপন হৃদয়ে
পূজা,,RabindranathTagore_Songs_Puja#২৫৮--জীবন-যখন-ছিল-ফুলের-মতো,২৫৮,জীবন যখন ছিল ফুলের মতো
পূজা,,RabindranathTagore_Songs_Puja#২৫৯--বাধা-দিলে-বাধবে-লড়াই-মরতে-হবে,২৫৯,বাধা দিলে বাধবে লড়াই মরতে হবে
পূজা,,RabindranathTagore_Songs_Puja#২৬০--তুই-কেবল-থাকিস-সরে-সরে,২৬০,তুই কেবল থাকিস সরে সরে
পূজা,,RabindranathTagore_Songs_Puja#২৬১--দাঁড়াও-মন-অনন্ত-ব্রহ্মাণ্ড-মাঝে-আনন্দসভাভবনে-আজ,২৬১,দাঁড়াও মন অনন্ত ব্রহ্মাণ্ড-মাঝে আনন্দসভাভবনে আজ॥
পূজা,,RabindranathTagore_Songs_Puja#২৬২--নদীপারের-এই-আষাঢ়ের-প্রভাতখানি,২৬২,নদীপারের এই আষাঢ়ের প্রভাতখানি
পূজা,,RabindranathTagore_Songs_Puja#২৬৩--শান্ত-হ-রে-মম-চিত্ত-নিরাকুল-শান্ত-হ-রে-ওরে-দীন,২৬৩,শান্ত হ রে মম চিত্ত নিরাকুল শান্ত হ রে ওরে দীন
পূজা,,RabindranathTagore_Songs_Puja#২৬৪--শুভ্র-নব-শঙ্খ-তব-গগন-ভরি-বাজে,২৬৪,শুভ্র নব শঙ্খ তব গগন ভরি বাজে
পূজা,,RabindranathTagore_Songs_Puja#২৬৫--পূর্বগগনভাগে,২৬৫,পূর্বগগনভাগে
পূজা,,RabindranathTagore_Songs_Puja#২৬৬--মন-জাগ-মঙ্গললোকে-অমল-অমৃতময়-নব-আলোকে,২৬৬,মন জাগ’ মঙ্গললোকে অমল অমৃতময় নব আলোকে
পূজা,,RabindranathTagore_Songs_Puja#২৬৭--ভোরের-বেলা-কখন-এসে-পরশ-করে-গেছ-হেসে,২৬৭,ভোরের বেলা কখন এসে পরশ করে গেছ হেসে॥
পূজা,,RabindranathTagore_Songs_Puja#২৬৮--এখনো-ঘোর-ভাঙে-না-তোর-যে-মেলে-না-তোর-আঁখি,২৬৮,এখনো ঘোর ভাঙে না তোর যে মেলে না তোর আঁখি
পূজা,,RabindranathTagore_Songs_Puja#২৬৯--আজি-নির্ভয়নিদ্রিত-ভুবনে-জাগে-কে-জাগে,২৬৯,আজি নির্ভয়নিদ্রিত ভুবনে জাগে কে জাগে
পূজা,,RabindranathTagore_Songs_Puja#২৭০--ভোর-হল-বিভাবরী-পথ-হল-অবসান,২৭০,ভোর হল বিভাবরী পথ হল অবসান
পূজা,,RabindranathTagore_Songs_Puja#২৭১--নিশার-স্বপন-ছুটল-রে-এই-ছুটল-রে-টুটল-বাঁধন-টুটল-রে,২৭১,নিশার স্বপন ছুটল রে এই ছুটল রে টুটল বাঁধন টুটল রে॥
পূজা,,RabindranathTagore_Songs_Puja#২৭২--অনেক-দিনের-শূন্যতা-মোর-ভরতে-হবে,২৭২,অনেক দিনের শূন্যতা মোর ভরতে হবে
পূজা,,RabindranathTagore_Songs_Puja#২৭৩--হে-চিরনূতন-আজি-এ-দিনের-প্রথম-গানে,২৭৩,হে চিরনূতন আজি এ দিনের প্রথম গানে
পূজা,,RabindranathTagore_Songs_Puja#২৭৪--প্রাণের-প্রাণ-জাগিছে-তোমারি-প্রাণে,২৭৪,প্রাণের প্রাণ জাগিছে তোমারি প্রাণে
পূজা,,RabindranathTagore_Songs_Puja#২৭৫--জাগো-নির্মল-নেত্রে-রাত্রির-পরপারে,২৭৫,জাগো নির্মল নেত্রে রাত্রির পরপারে
পূজা,,RabindranathTagore_Songs_Puja#২৭৬--স্বপন-যদি-ভাঙিলে-রজনীপ্রভাতে,২৭৬,স্বপন যদি ভাঙিলে রজনীপ্রভাতে
পূজা,,RabindranathTagore_Songs_Puja#২৭৭--বাজাও-তুমি-কবি-তোমার-সঙ্গীত-সুমধুর,২৭৭,বাজাও তুমি কবি তোমার সঙ্গীত সুমধুর
পূজা,,RabindranathTagore_Songs_Puja#২৭৮--মনোমোহন-গহন-যামিনীশেষে,২৭৮,মনোমোহন গহন যামিনীশেষে
পূজা,,RabindranathTagore_Songs_Puja#২৭৯--পান্থ-এখনো-কেন-অলসিত-অঙ্গ,২৭৯,পান্থ এখনো কেন অলসিত অঙ্গ
পূজা,,RabindranathTagore_Songs_Puja#২৮০--দুঃখরাতে-হে-নাথ-কে-ডাকিলে,২৮০,দুঃখরাতে হে নাথ কে ডাকিলে
পূজা,,RabindranathTagore_Songs_Puja#২৮১--ডাকো-মোরে-আজি-এ-নিশীথে,২৮১,ডাকো মোরে আজি এ নিশীথে
পূজা,,RabindranathTagore_Songs_Puja#২৮২--হরষে-জাগো-আজি-জাগো-রে-তাঁহার-সাথে,২৮২,হরষে জাগো আজি জাগো রে তাঁহার সাথে
পূজা,,RabindranathTagore_Songs_Puja#২৮৩--বিমল-আনন্দে-জাগো-রে,২৮৩,বিমল আনন্দে জাগো রে
পূজা,,RabindranathTagore_Songs_Puja#২৮৪--সবে-আনন্দ-করো,২৮৪,সবে আনন্দ করো
পূজা,,RabindranathTagore_Songs_Puja#২৮৫--তুমি-আপনি-জাগাও-মোরে-তব-সুধাপরশে,২৮৫,তুমি আপনি জাগাও মোরে তব সুধাপরশে
